Vai tomar no cu  [predicted:  get ; correct:  bad ]
descadastrar  [predicted:  get ; correct:  delete ]
Muito obrigado  [predicted:  get ; correct:  thanks ]
adicionar um novo pacote  [predicted:  get ; correct:  add ]
sai  [predicted:  get ; correct:  cancel ]
deletar  [predicted:  get ; correct:  delete ]
favor cadastrar o codigo de rastreio  [predicted:  get ; correct:  add ]
Não  [predicted:  get ; correct:  cancel ]
adicionar objeto  [predicted:  get ; correct:  add ]
Até logo  [predicted:  get ; correct:  bye ]
Remover  [predicted:  get ; correct:  delete ]
Como cadastra?  [predicted:  get ; correct:  help ]
Como cadastrar uma encomenda?  [predicted:  get ; correct:  help ]
Retirar  [predicted:  get ; correct:  delete ]
Até mais  [predicted:  get ; correct:  bye ]
gostaria de cadastrar uma encomenda  [predicted:  get ; correct:  add ]
Como cadastra a encomenda  [predicted:  get ; correct:  help ]
Como?  [predicted:  get ; correct:  help ]
Você não é um robô, você é uma bichona  [predicted:  get ; correct:  bad ]
SCORE:  6 / 30  ( 0.2 )
Como faço para rastrear a encomenda?  [predicted:  get ; correct:  help ]
Como eu faço?  [predicted:  get ; correct:  help ]
Registrar uma encomenda  [predicted:  get ; correct:  add ]
Retirar  [predicted:  get ; correct:  delete ]
Gostaria de retirar  [predicted:  get ; correct:  delete ]
sai  [predicted:  get ; correct:  cancel ]
Gostaria de fazer um cadastro  [predicted:  get ; correct:  add ]
Registrar  [predicted:  get ; correct:  add ]
Gostaria de uma informação  [predicted:  get ; correct:  help ]
Burro  [predicted:  get ; correct:  bad ]
Gostaria de rastrear um objeto agora  [predicted:  get ; correct:  add ]
bom dia  [predicted:  get ; correct:  greeting ]
Remover  [predicted:  get ; correct:  delete ]
onde eu insiro o código de rastreio?  [predicted:  get ; correct:  help ]
Cadastrar  [predicted:  get ; correct:  add ]
Gostaria de retirar uma encomenda  [predicted:  get ; correct:  delete ]
Quero registrar uma encomenda  [predicted:  get ; correct:  add ]
Gostaria de fazer um rastreamento  [predicted:  get ; correct:  add ]
como sou notificado sobre minha encomenda?  [predicted:  get ; correct:  help ]
como sou avisado sobre minha encomenda?  [predicted:  get ; correct:  help ]
Como sei onde está a minha encomenda?  [predicted:  get ; correct:  help ]
Informação  [predicted:  get ; correct:  help ]
SCORE:  8 / 30  ( 0.26666666666666666 )
adicionar objeto  [predicted:  get ; correct:  add ]
Gostaria de retirar  [predicted:  get ; correct:  delete ]
gostaria de cadastrar uma encomenda  [predicted:  get ; correct:  add ]
descadastrar  [predicted:  get ; correct:  delete ]
Muito obrigada  [predicted:  get ; correct:  thanks ]
Cadastro  [predicted:  get ; correct:  add ]
E aí, quais são minhas opções?  [predicted:  get ; correct:  help ]
Me ajuda  [predicted:  get ; correct:  help ]
Ótimo!  [predicted:  get ; correct:  ok ]
Gostaria de uma informação  [predicted:  get ; correct:  help ]
favor cadastrar o codigo de rastreio  [predicted:  get ; correct:  add ]
Tudo bem, tchau  [predicted:  get ; correct:  bye ]
Gostaria de Rastrear um objeto  [predicted:  get ; correct:  add ]
deletar  [predicted:  get ; correct:  delete ]
Listar comandos  [predicted:  get ; correct:  help ]
Cadastrar encomenda  [predicted:  get ; correct:  add ]
pacote  [predicted:  get ; correct:  add ]
Vai tomar no cu  [predicted:  get ; correct:  bad ]
adeus  [predicted:  get ; correct:  bye ]
Eu quero cadastrar uma encomenda  [predicted:  get ; correct:  add ]
Gostaria de retirar uma encomenda  [predicted:  get ; correct:  delete ]
O que você sabe fazer ?  [predicted:  get ; correct:  help ]
Cadastro de código  [predicted:  get ; correct:  add ]
adicionar  [predicted:  get ; correct:  add ]
SCORE:  6 / 30  ( 0.2 )
descadastrar  [predicted:  help ; correct:  delete ]
Onde está  [predicted:  help ; correct:  get ]
Todos  [predicted:  help ; correct:  get ]
adicionar  [predicted:  help ; correct:  add ]
Onde esta a minha encomenda  [predicted:  help ; correct:  get ]
Todas  [predicted:  help ; correct:  get ]
cadê minha encomenda  [predicted:  help ; correct:  get ]
Olá, gostaria de rastrear um objeto  [predicted:  help ; correct:  get ]
adeus  [predicted:  help ; correct:  bye ]
adicionar objeto  [predicted:  help ; correct:  add ]
Quero fazer um rastreamento  [predicted:  add ; correct:  get ]
Lista  [predicted:  help ; correct:  get ]
Quero rastrear uma encomenda  [predicted:  help ; correct:  get ]
favor cadastrar o codigo de rastreio  [predicted:  help ; correct:  add ]
Tudo bem  [predicted:  help ; correct:  ok ]
Quero rastrear um pacote  [predicted:  add ; correct:  get ]
onde está minha encomenda?  [predicted:  help ; correct:  get ]
cadê  [predicted:  help ; correct:  get ]
Cadastrar uma nova encomenda  [predicted:  help ; correct:  add ]
gostaria de cadastrar uma encomenda  [predicted:  help ; correct:  add ]
deletar  [predicted:  help ; correct:  delete ]
Listar  [predicted:  help ; correct:  get ]
Legal! Mas onde está minha encomenda?  [predicted:  help ; correct:  get ]
SCORE:  7 / 30  ( 0.23333333333333334 )
Como você funciona  [predicted:  get ; correct:  help ]
Gostaria de rastrear um objeto agora  [predicted:  get ; correct:  add ]
Como cadastrar uma encomenda?  [predicted:  get ; correct:  help ]
oi  [predicted:  get ; correct:  welcome ]
Como cadastrar um código  [predicted:  get ; correct:  help ]
Ótimo!  [predicted:  get ; correct:  ok ]
Olá  [predicted:  get ; correct:  welcome ]
Gostaria de uma informação  [predicted:  get ; correct:  help ]
Gostaria de fazer um rastreamento  [predicted:  get ; correct:  add ]
Gostaria de retirar uma encomenda  [predicted:  get ; correct:  delete ]
Quero cadastrar  [predicted:  get ; correct:  add ]
como voce me atualiza sobre minha encomenda?  [predicted:  get ; correct:  help ]
quem é você?  [predicted:  get ; correct:  saymyname ]
Como cadastrar um objeto?  [predicted:  get ; correct:  help ]
Eu quero cadastrar uma encomenda  [predicted:  get ; correct:  add ]
Gostaria de fazer um cadastro  [predicted:  get ; correct:  add ]
O que você sabe fazer ?  [predicted:  get ; correct:  help ]
Gostaria de retirar  [predicted:  get ; correct:  delete ]
Obrigada  [predicted:  get ; correct:  thanks ]
Obrigado  [predicted:  get ; correct:  thanks ]
Olá robô  [predicted:  get ; correct:  welcome ]
ok  [predicted:  get ; correct:  ok ]
pacote  [predicted:  get ; correct:  add ]
SCORE:  7 / 30  ( 0.23333333333333334 )
Gostaria de retirar  [predicted:  get ; correct:  delete ]
Eu quero cadastrar uma encomenda  [predicted:  get ; correct:  add ]
Ajuda  [predicted:  get ; correct:  help ]
Registrar uma encomenda  [predicted:  get ; correct:  add ]
Como você funciona  [predicted:  get ; correct:  help ]
Como cadastro?  [predicted:  get ; correct:  help ]
gostaria de cadastrar uma encomenda  [predicted:  get ; correct:  add ]
como sou avisado sobre minha encomenda?  [predicted:  get ; correct:  help ]
Beleza  [predicted:  get ; correct:  ok ]
quem é você?  [predicted:  get ; correct:  saymyname ]
como sou notificado sobre minha encomenda?  [predicted:  get ; correct:  help ]
Gostaria de uma informação  [predicted:  get ; correct:  help ]
Gostaria de Rastrear um objeto  [predicted:  get ; correct:  add ]
Registrar  [predicted:  get ; correct:  add ]
Quero cadastrar  [predicted:  get ; correct:  add ]
Como cadastro uma encomenda?  [predicted:  get ; correct:  help ]
como voce me atualiza sobre minha encomenda?  [predicted:  get ; correct:  help ]
favor cadastrar o codigo de rastreio  [predicted:  get ; correct:  add ]
Como sei onde está a minha encomenda?  [predicted:  get ; correct:  help ]
Tudo bem  [predicted:  get ; correct:  ok ]
Como cadastro minha encomenda?  [predicted:  get ; correct:  help ]
Apagar  [predicted:  get ; correct:  delete ]
Gostaria de retirar uma encomenda  [predicted:  get ; correct:  delete ]
SCORE:  7 / 30  ( 0.23333333333333334 )
Como cadastro uma encomenda?  [predicted:  get ; correct:  help ]
Como cadastrar um objeto?  [predicted:  get ; correct:  help ]
Até mais  [predicted:  get ; correct:  bye ]
Informação  [predicted:  get ; correct:  help ]
Me ajuda  [predicted:  get ; correct:  help ]
Como cadastro minha encomenda?  [predicted:  get ; correct:  help ]
tchau  [predicted:  get ; correct:  bye ]
Como cadastrar um código  [predicted:  get ; correct:  help ]
Como?  [predicted:  get ; correct:  help ]
Como cadastra?  [predicted:  get ; correct:  help ]
tenha um bom dia  [predicted:  get ; correct:  greeting ]
Obrigada  [predicted:  get ; correct:  thanks ]
Até logo  [predicted:  get ; correct:  bye ]
Como cadastra a encomenda  [predicted:  get ; correct:  help ]
sair  [predicted:  get ; correct:  cancel ]
Como cadastrar uma encomenda?  [predicted:  get ; correct:  help ]
Quais encomenda você rastreia  [predicted:  get ; correct:  help ]
oi  [predicted:  get ; correct:  welcome ]
Como cadastro?  [predicted:  get ; correct:  help ]
Listar comandos  [predicted:  get ; correct:  help ]
Cadastrar uma nova encomenda  [predicted:  get ; correct:  add ]
Obrigado  [predicted:  get ; correct:  thanks ]
Posso cadastrar encomendas de outros países?  [predicted:  get ; correct:  help ]
adicionar um novo pacote  [predicted:  get ; correct:  add ]
SCORE:  6 / 30  ( 0.2 )
adeus  [predicted:  help ; correct:  bye ]
Registrar  [predicted:  get ; correct:  add ]
Você pode rastrear um objeto para mim?  [predicted:  help ; correct:  get ]
Código  [predicted:  help ; correct:  get ]
Cadastrar encomenda  [predicted:  help ; correct:  add ]
Você não é um robô, você é uma bichona  [predicted:  help ; correct:  bad ]
sai  [predicted:  help ; correct:  cancel ]
Todas  [predicted:  help ; correct:  get ]
Cadastro  [predicted:  help ; correct:  add ]
Tudo bem  [predicted:  help ; correct:  ok ]
adicionar  [predicted:  help ; correct:  add ]
Todos  [predicted:  help ; correct:  get ]
quem é você?  [predicted:  help ; correct:  saymyname ]
adicionar objeto  [predicted:  help ; correct:  add ]
Chega q dia?  [predicted:  help ; correct:  get ]
Queria saber onde está minha encomenda  [predicted:  help ; correct:  get ]
Registrar uma encomenda  [predicted:  help ; correct:  add ]
Quero cadastrar  [predicted:  help ; correct:  add ]
Olá robô  [predicted:  help ; correct:  welcome ]
Remover  [predicted:  help ; correct:  delete ]
rastrear um objeto  [predicted:  help ; correct:  get ]
Olá  [predicted:  help ; correct:  welcome ]
Retirar  [predicted:  help ; correct:  delete ]
Consultar  [predicted:  help ; correct:  get ]
ok  [predicted:  help ; correct:  ok ]
Cadastro de código  [predicted:  help ; correct:  add ]
consultar minha encomenda  [predicted:  help ; correct:  get ]
SCORE:  3 / 30  ( 0.1 )
Como cadastrar um código  [predicted:  get ; correct:  help ]
Obrigada  [predicted:  get ; correct:  thanks ]
onde eu insiro o código de rastreio?  [predicted:  get ; correct:  help ]
Como funciona  [predicted:  get ; correct:  help ]
Obrigado  [predicted:  get ; correct:  thanks ]
Como faço pra cadastrar alguma encomenda?  [predicted:  get ; correct:  help ]
Registrar  [predicted:  get ; correct:  add ]
Como cadastrar uma encomenda?  [predicted:  get ; correct:  help ]
como sou notificado sobre minha encomenda?  [predicted:  get ; correct:  help ]
Ajuda  [predicted:  get ; correct:  help ]
como pode me ajudar  [predicted:  get ; correct:  help ]
Posso cadastrar encomendas de outros países?  [predicted:  get ; correct:  help ]
Me ajuda  [predicted:  get ; correct:  help ]
Quais encomenda você rastreia  [predicted:  get ; correct:  help ]
Listar comandos  [predicted:  get ; correct:  help ]
Apagar  [predicted:  get ; correct:  delete ]
Beleza  [predicted:  get ; correct:  ok ]
como sou avisado sobre minha encomenda?  [predicted:  get ; correct:  help ]
Como sei onde está a minha encomenda?  [predicted:  get ; correct:  help ]
Como cadastrar um objeto?  [predicted:  get ; correct:  help ]
Registrar uma encomenda  [predicted:  get ; correct:  add ]
Informação  [predicted:  get ; correct:  help ]
oi  [predicted:  get ; correct:  welcome ]
SCORE:  7 / 30  ( 0.23333333333333334 )
ok  [predicted:  get ; correct:  ok ]
Qual seu nome ?  [predicted:  get ; correct:  saymyname ]
Olá robô  [predicted:  get ; correct:  welcome ]
pacote  [predicted:  get ; correct:  add ]
adicionar objeto  [predicted:  get ; correct:  add ]
deletar  [predicted:  get ; correct:  delete ]
Informação  [predicted:  get ; correct:  help ]
adicionar  [predicted:  get ; correct:  add ]
O que você sabe fazer ?  [predicted:  get ; correct:  help ]
Qual o seu nome ?  [predicted:  get ; correct:  saymyname ]
descadastrar  [predicted:  get ; correct:  delete ]
adeus  [predicted:  get ; correct:  bye ]
Quero cadastrar  [predicted:  get ; correct:  add ]
onde eu insiro o código de rastreio?  [predicted:  get ; correct:  help ]
Ótimo!  [predicted:  get ; correct:  ok ]
E aí, quais são minhas opções?  [predicted:  get ; correct:  help ]
Olá  [predicted:  get ; correct:  welcome ]
quem é você?  [predicted:  help ; correct:  saymyname ]
SCORE:  12 / 30  ( 0.4 )
Cadastrar encomenda  [predicted:  get ; correct:  add ]
Até logo  [predicted:  get ; correct:  bye ]
sair  [predicted:  get ; correct:  cancel ]
pacote  [predicted:  get ; correct:  add ]
Não  [predicted:  get ; correct:  cancel ]
Burro  [predicted:  get ; correct:  bad ]
Qual seu nome ?  [predicted:  get ; correct:  saymyname ]
como sou notificado sobre minha encomenda?  [predicted:  get ; correct:  help ]
adicionar um novo pacote  [predicted:  get ; correct:  add ]
Não possuo encomenda em trânsito  [predicted:  get ; correct:  cancel ]
Tudo bem, tchau  [predicted:  get ; correct:  bye ]
Cadastro  [predicted:  get ; correct:  add ]
Qual o seu nome ?  [predicted:  get ; correct:  saymyname ]
Vai tomar no cu  [predicted:  get ; correct:  bad ]
Olá  [predicted:  get ; correct:  welcome ]
Ótimo!  [predicted:  get ; correct:  ok ]
Até mais  [predicted:  get ; correct:  bye ]
Cadastro de código  [predicted:  get ; correct:  add ]
Muito obrigado  [predicted:  get ; correct:  thanks ]
Como sei onde está a minha encomenda?  [predicted:  get ; correct:  help ]
tenha um bom dia  [predicted:  get ; correct:  greeting ]
bom dia  [predicted:  get ; correct:  greeting ]
Olá robô  [predicted:  get ; correct:  welcome ]
O que você sabe fazer ?  [predicted:  get ; correct:  help ]
como sou avisado sobre minha encomenda?  [predicted:  get ; correct:  help ]
tchau  [predicted:  get ; correct:  bye ]
Cadastrar  [predicted:  get ; correct:  add ]
ok  [predicted:  get ; correct:  ok ]
SCORE:  2 / 30  ( 0.06666666666666667 )
Quero cadastrar uma encomenda, pode ser?  [predicted:  help ; correct:  add ]
Encomenda  [predicted:  help ; correct:  get ]
Quero cadastrar uma encomenda  [predicted:  help ; correct:  add ]
Todos  [predicted:  help ; correct:  get ]
Qual o seu nome ?  [predicted:  help ; correct:  saymyname ]
Quero cadastrar um código de rastreio  [predicted:  help ; correct:  add ]
Eu quero cadastrar uma encomenda  [predicted:  help ; correct:  add ]
Qual seu nome ?  [predicted:  help ; correct:  saymyname ]
pacote  [predicted:  help ; correct:  add ]
Quero rastrear um pacote  [predicted:  help ; correct:  get ]
Quero rastrear uma encomenda  [predicted:  help ; correct:  get ]
Cadastrar encomenda  [predicted:  help ; correct:  add ]
Até logo  [predicted:  get ; correct:  bye ]
adicionar um novo pacote  [predicted:  help ; correct:  add ]
Cadastro de código  [predicted:  help ; correct:  add ]
Todas  [predicted:  help ; correct:  get ]
Cadastro  [predicted:  help ; correct:  add ]
Ótimo!  [predicted:  help ; correct:  ok ]
Obrigada  [predicted:  help ; correct:  thanks ]
Obrigado  [predicted:  help ; correct:  thanks ]
Tudo bem  [predicted:  help ; correct:  ok ]
oi  [predicted:  get ; correct:  welcome ]
Até mais  [predicted:  help ; correct:  bye ]
qual a situação da minha encomenda?  [predicted:  help ; correct:  get ]
SCORE:  6 / 30  ( 0.2 )
Qual seu nome ?  [predicted:  help ; correct:  saymyname ]
Qual o seu nome ?  [predicted:  help ; correct:  saymyname ]
Até mais  [predicted:  get ; correct:  bye ]
Quero rastrear uma encomenda  [predicted:  add ; correct:  get ]
boa tarde  [predicted:  help ; correct:  greeting ]
Informação  [predicted:  add ; correct:  help ]
Você pode rastrear um objeto para mim?  [predicted:  help ; correct:  get ]
Boa tarde então  [predicted:  help ; correct:  greeting ]
Até logo  [predicted:  get ; correct:  bye ]
Tudo bem  [predicted:  help ; correct:  ok ]
Quero rastrear um pacote  [predicted:  add ; correct:  get ]
Você não é um robô, você é uma bichona  [predicted:  help ; correct:  bad ]
Já se moveu?  [predicted:  add ; correct:  get ]
Burro  [predicted:  get ; correct:  bad ]
Cadastrar  [predicted:  help ; correct:  add ]
boa noite  [predicted:  get ; correct:  greeting ]
Quero fazer um rastreamento  [predicted:  add ; correct:  get ]
como pode me ajudar  [predicted:  get ; correct:  help ]
bom dia  [predicted:  get ; correct:  greeting ]
SCORE:  11 / 30  ( 0.36666666666666664 )
adicionar um novo pacote  [predicted:  get ; correct:  add ]
Tudo bem  [predicted:  get ; correct:  ok ]
Até mais  [predicted:  get ; correct:  bye ]
Obrigado  [predicted:  get ; correct:  thanks ]
Como sei onde está a minha encomenda?  [predicted:  get ; correct:  help ]
Como cadastro minha encomenda?  [predicted:  get ; correct:  help ]
Como cadastro uma encomenda?  [predicted:  get ; correct:  help ]
Como cadastro?  [predicted:  get ; correct:  help ]
Vai tomar no cu  [predicted:  get ; correct:  bad ]
como sou notificado sobre minha encomenda?  [predicted:  get ; correct:  help ]
como sou avisado sobre minha encomenda?  [predicted:  get ; correct:  help ]
Como?  [predicted:  get ; correct:  help ]
Gostaria de retirar  [predicted:  get ; correct:  delete ]
Você não é um robô, você é uma bichona  [predicted:  help ; correct:  bad ]
oi  [predicted:  get ; correct:  welcome ]
Como cadastra a encomenda  [predicted:  get ; correct:  help ]
Você pode me explicar como cadastrar?  [predicted:  get ; correct:  help ]
Como cadastra?  [predicted:  get ; correct:  help ]
Gostaria de uma informação  [predicted:  get ; correct:  help ]
Obrigada  [predicted:  get ; correct:  thanks ]
Gostaria de retirar uma encomenda  [predicted:  get ; correct:  delete ]
Tudo bem, tchau  [predicted:  get ; correct:  bye ]
De que vc precisa?  [predicted:  get ; correct:  help ]
Até logo  [predicted:  get ; correct:  bye ]
SCORE:  6 / 30  ( 0.2 )
Registrar  [predicted:  get ; correct:  add ]
Vai tomar no cu  [predicted:  get ; correct:  bad ]
Gostaria de fazer um cadastro  [predicted:  get ; correct:  add ]
Cadastrar  [predicted:  help ; correct:  add ]
Listar comandos  [predicted:  get ; correct:  help ]
bom dia  [predicted:  get ; correct:  greeting ]
Novo  [predicted:  get ; correct:  add ]
Registrar uma encomenda  [predicted:  get ; correct:  add ]
Gostaria de fazer um rastreamento  [predicted:  get ; correct:  add ]
o que eu devo fazer?  [predicted:  get ; correct:  help ]
boa tarde  [predicted:  get ; correct:  greeting ]
boa noite  [predicted:  get ; correct:  greeting ]
Gostaria de rastrear um objeto agora  [predicted:  get ; correct:  add ]
Tudo bem, tchau  [predicted:  help ; correct:  bye ]
Cadastrar uma nova encomenda  [predicted:  help ; correct:  add ]
Burro  [predicted:  get ; correct:  bad ]
Boa tarde então  [predicted:  get ; correct:  greeting ]
Novo pacote  [predicted:  get ; correct:  add ]
Me ajuda  [predicted:  get ; correct:  help ]
SCORE:  11 / 30  ( 0.36666666666666664 )
Não  [predicted:  get ; correct:  cancel ]
Como faço para rastrear a encomenda?  [predicted:  get ; correct:  help ]
Olá  [predicted:  get ; correct:  welcome ]
Listar comandos  [predicted:  get ; correct:  help ]
Como faço pra cadastrar alguma encomenda?  [predicted:  get ; correct:  help ]
Como funciona  [predicted:  get ; correct:  help ]
Como cadastra a encomenda  [predicted:  get ; correct:  help ]
Me ajuda  [predicted:  get ; correct:  help ]
Como?  [predicted:  get ; correct:  help ]
adicionar  [predicted:  get ; correct:  add ]
como sou avisado sobre minha encomenda?  [predicted:  get ; correct:  help ]
adicionar objeto  [predicted:  get ; correct:  add ]
Muito obrigado  [predicted:  get ; correct:  thanks ]
Como você funciona  [predicted:  get ; correct:  help ]
Como cadastra?  [predicted:  get ; correct:  help ]
Gostaria de registrar uma encomenda  [predicted:  get ; correct:  add ]
Não possuo encomenda em trânsito  [predicted:  get ; correct:  cancel ]
como voce me atualiza sobre minha encomenda?  [predicted:  get ; correct:  help ]
adeus  [predicted:  get ; correct:  bye ]
Como faço para cadastrar uma encomenda?  [predicted:  get ; correct:  help ]
Gostaria de registrar  [predicted:  get ; correct:  add ]
Olá robô  [predicted:  get ; correct:  welcome ]
como sou notificado sobre minha encomenda?  [predicted:  get ; correct:  help ]
Como eu faço?  [predicted:  get ; correct:  help ]
como pode me ajudar  [predicted:  get ; correct:  help ]
ok  [predicted:  get ; correct:  ok ]
Como sei onde está a minha encomenda?  [predicted:  get ; correct:  help ]
SCORE:  3 / 30  ( 0.1 )
Não possuo encomenda em trânsito  [predicted:  get ; correct:  cancel ]
Muito obrigado  [predicted:  get ; correct:  thanks ]
Informação  [predicted:  get ; correct:  help ]
Como funciona  [predicted:  get ; correct:  help ]
como pode me ajudar  [predicted:  get ; correct:  help ]
Como cadastro uma encomenda?  [predicted:  get ; correct:  help ]
Como cadastro minha encomenda?  [predicted:  get ; correct:  help ]
Me ajuda  [predicted:  get ; correct:  help ]
Posso cadastrar encomendas de outros países?  [predicted:  get ; correct:  help ]
Como cadastro?  [predicted:  get ; correct:  help ]
Como faço pra cadastrar alguma encomenda?  [predicted:  add ; correct:  help ]
onde eu insiro o código de rastreio?  [predicted:  get ; correct:  help ]
Não  [predicted:  get ; correct:  cancel ]
Tudo bem  [predicted:  get ; correct:  ok ]
Como?  [predicted:  get ; correct:  help ]
Como cadastra a encomenda  [predicted:  get ; correct:  help ]
Listar comandos  [predicted:  get ; correct:  help ]
Quais encomenda você rastreia  [predicted:  get ; correct:  help ]
Como cadastra?  [predicted:  get ; correct:  help ]
SCORE:  11 / 30  ( 0.36666666666666664 )
boa tarde  [predicted:  get ; correct:  greeting ]
Eu quero cadastrar uma encomenda  [predicted:  get ; correct:  add ]
Informação  [predicted:  get ; correct:  help ]
Obrigada  [predicted:  get ; correct:  thanks ]
Obrigado  [predicted:  get ; correct:  thanks ]
boa noite  [predicted:  get ; correct:  greeting ]
Gostaria de registrar uma encomenda  [predicted:  get ; correct:  add ]
pacote  [predicted:  get ; correct:  add ]
caralho  [predicted:  get ; correct:  bad ]
cancela  [predicted:  get ; correct:  cancel ]
Ótimo!  [predicted:  get ; correct:  ok ]
O que você sabe fazer ?  [predicted:  get ; correct:  help ]
oi  [predicted:  get ; correct:  welcome ]
cancelar  [predicted:  get ; correct:  cancel ]
Boa tarde então  [predicted:  get ; correct:  greeting ]
Gostaria de registrar  [predicted:  get ; correct:  add ]
Quero registrar uma encomenda  [predicted:  get ; correct:  add ]
Como cadastrar um objeto?  [predicted:  get ; correct:  help ]
SCORE:  12 / 30  ( 0.4 )
deletar  [predicted:  get ; correct:  delete ]
E aí, quais são minhas opções?  [predicted:  get ; correct:  help ]
Gostaria de retirar uma encomenda  [predicted:  get ; correct:  delete ]
Eu quero cadastrar uma encomenda  [predicted:  get ; correct:  add ]
O que você sabe fazer ?  [predicted:  get ; correct:  help ]
Ótimo!  [predicted:  get ; correct:  ok ]
Como sei onde está a minha encomenda?  [predicted:  get ; correct:  help ]
favor cadastrar o codigo de rastreio  [predicted:  get ; correct:  add ]
Cadastro  [predicted:  get ; correct:  add ]
como sou notificado sobre minha encomenda?  [predicted:  get ; correct:  help ]
Como cadastra?  [predicted:  get ; correct:  help ]
Cadastrar encomenda  [predicted:  get ; correct:  add ]
pacote  [predicted:  get ; correct:  add ]
descadastrar  [predicted:  get ; correct:  delete ]
Gostaria de retirar  [predicted:  get ; correct:  delete ]
Cadastro de código  [predicted:  get ; correct:  add ]
Como cadastra a encomenda  [predicted:  get ; correct:  help ]
gostaria de cadastrar uma encomenda  [predicted:  get ; correct:  add ]
como sou avisado sobre minha encomenda?  [predicted:  get ; correct:  help ]
Como?  [predicted:  get ; correct:  help ]
Gostaria de uma informação  [predicted:  get ; correct:  help ]
Gostaria de Rastrear um objeto  [predicted:  get ; correct:  add ]
Cadastrar uma nova encomenda  [predicted:  get ; correct:  add ]
SCORE:  7 / 30  ( 0.23333333333333334 )
Obrigada  [predicted:  help ; correct:  thanks ]
Onde esta a minha encomenda  [predicted:  help ; correct:  get ]
adicionar  [predicted:  help ; correct:  add ]
Apagar  [predicted:  help ; correct:  delete ]
Todas  [predicted:  help ; correct:  get ]
Onde está  [predicted:  help ; correct:  get ]
adeus  [predicted:  help ; correct:  bye ]
oi  [predicted:  help ; correct:  welcome ]
Tudo bem  [predicted:  help ; correct:  ok ]
onde está minha encomenda?  [predicted:  help ; correct:  get ]
Queria saber onde está minha encomenda  [predicted:  help ; correct:  get ]
Obrigado  [predicted:  help ; correct:  thanks ]
Não possuo encomenda em trânsito  [predicted:  help ; correct:  cancel ]
Meus itens  [predicted:  help ; correct:  get ]
quem é você?  [predicted:  help ; correct:  saymyname ]
Não  [predicted:  help ; correct:  cancel ]
Beleza  [predicted:  help ; correct:  ok ]
Código  [predicted:  help ; correct:  get ]
Checar minhas encomendas  [predicted:  help ; correct:  get ]
Quero cadastrar  [predicted:  help ; correct:  add ]
adicionar objeto  [predicted:  help ; correct:  add ]
Chega q dia?  [predicted:  help ; correct:  get ]
Todos  [predicted:  help ; correct:  get ]
Muito obrigado  [predicted:  help ; correct:  thanks ]
SCORE:  6 / 30  ( 0.2 )
Beleza  [predicted:  get ; correct:  ok ]
Cadastrar  [predicted:  get ; correct:  add ]
Como?  [predicted:  get ; correct:  help ]
adeus  [predicted:  get ; correct:  bye ]
bom dia  [predicted:  get ; correct:  greeting ]
adicionar  [predicted:  get ; correct:  add ]
Como cadastra a encomenda  [predicted:  get ; correct:  help ]
adicionar um novo pacote  [predicted:  get ; correct:  add ]
o que eu devo fazer?  [predicted:  get ; correct:  help ]
Ajuda  [predicted:  get ; correct:  help ]
Como cadastra?  [predicted:  get ; correct:  help ]
Até logo  [predicted:  get ; correct:  bye ]
Apagar  [predicted:  get ; correct:  delete ]
adicionar objeto  [predicted:  get ; correct:  add ]
Onde aparece esse código de 13 dígitos?  [predicted:  get ; correct:  help ]
Novo  [predicted:  get ; correct:  add ]
Listar comandos  [predicted:  get ; correct:  help ]
Burro  [predicted:  get ; correct:  bad ]
De que vc precisa?  [predicted:  get ; correct:  help ]
Até mais  [predicted:  get ; correct:  bye ]
Me ajuda  [predicted:  get ; correct:  help ]
Novo pacote  [predicted:  get ; correct:  add ]
SCORE:  8 / 30  ( 0.26666666666666666 )
caralho  [predicted:  get ; correct:  bad ]
Gostaria de Rastrear um objeto  [predicted:  get ; correct:  add ]
Muito obrigado  [predicted:  get ; correct:  thanks ]
Cadastrar uma nova encomenda  [predicted:  help ; correct:  add ]
ok  [predicted:  get ; correct:  ok ]
Olá robô  [predicted:  get ; correct:  welcome ]
Ajuda  [predicted:  get ; correct:  help ]
cancelar  [predicted:  get ; correct:  cancel ]
favor cadastrar o codigo de rastreio  [predicted:  help ; correct:  add ]
Não  [predicted:  get ; correct:  cancel ]
Olá  [predicted:  get ; correct:  welcome ]
Como?  [predicted:  get ; correct:  help ]
gostaria de cadastrar uma encomenda  [predicted:  help ; correct:  add ]
Novo pacote  [predicted:  help ; correct:  add ]
o que eu devo fazer?  [predicted:  get ; correct:  help ]
Como cadastra a encomenda  [predicted:  get ; correct:  help ]
Apagar  [predicted:  get ; correct:  delete ]
Beleza  [predicted:  get ; correct:  ok ]
Não possuo encomenda em trânsito  [predicted:  get ; correct:  cancel ]
Como cadastra?  [predicted:  get ; correct:  help ]
Quais encomenda você rastreia  [predicted:  get ; correct:  help ]
Novo  [predicted:  help ; correct:  add ]
cancela  [predicted:  get ; correct:  cancel ]
SCORE:  7 / 30  ( 0.23333333333333334 )
Gostaria de uma informação  [predicted:  get ; correct:  help ]
Apagar  [predicted:  get ; correct:  delete ]
Listar comandos  [predicted:  get ; correct:  help ]
Me ajuda  [predicted:  get ; correct:  help ]
Beleza  [predicted:  get ; correct:  ok ]
Novo  [predicted:  get ; correct:  add ]
Quero cadastrar um código de rastreio  [predicted:  get ; correct:  add ]
